cliente_id,idade,regiao,canal_aquisicao,tempo_contrato_meses,valor_mensalidade,produtos_contratados,num_reclamacoes,atraso_pagamentos,score_credito,variacao_gasto_pct,mes_referencia,cancelou
CLI00303,21,Sudeste,Indicação,60,161.23,2,0,0,678.0,-6.9,2024-05,0
CLI00304,38,Sudeste,Telemarketing,59,178.6,4,0,0,372.0,-1.5,2023-08,0
CLI00305,38,Sul,Telemarketing,6,139.71,2,1,2,553.0,9.0,2024-06,0
CLI00306,18,Nordeste,Indicação,16,198.14,5,3,0,815.0,7.2,2024-04,0
CLI00307,32,Sudeste,Digital,29,90.78,3,1,1,849.0,-8.6,2023-06,0
CLI00308,34,Sudeste,Indicação,3,147.67,5,0,1,319.0,-8.7,2023-08,0
CLI00309,68,Sudeste,Digital,20,292.25,2,0,2,924.0,-7.8,2023-04,0
CLI00310,31,Sudeste,Digital,60,114.43,3,0,1,834.0,17.1,2023-09,0
CLI00311,36,Centro-Oeste,Digital,59,214.08,1,1,0,720.0,-27.9,2023-08,0
CLI00312,67,Nordeste,Telemarketing,36,131.2,1,1,1,,-2.4,2023-01,0
CLI00313,51,Nordeste,Digital,19,243.27,5,2,0,435.0,23.6,2023-04,0
CLI00314,23,Nordeste,Indicação,26,82.62,3,1,1,804.0,10.6,2023-10,0
CLI00315,62,Sudeste,Loja física,3,292.36,5,1,0,600.0,15.8,2023-08,1
CLI00316,66,Nordeste,Digital,19,163.35,3,0,0,908.0,-2.2,2023-03,0
CLI00317,23,Norte,Loja física,20,108.91,3,0,0,332.0,-17.5,2023-12,0
CLI00318,22,Nordeste,,32,68.27,5,2,0,946.0,0.8,2023-09,0
CLI00319,24,Sudeste,Indicação,7,92.34,3,4,3,577.0,-10.3,2023-03,1
CLI00320,50,Nordeste,Digital,52,179.84,2,2,2,432.0,33.5,2023-04,0
CLI00321,30,Centro-Oeste,Digital,41,134.15,3,1,3,826.0,-2.4,2023-06,0
CLI00322,68,Sudeste,Loja física,33,257.12,3,2,0,425.0,9.6,2023-09,1
CLI00323,18,Sudeste,Digital,40,157.62,5,1,0,644.0,25.5,2023-02,0
CLI00324,30,Centro-Oeste,Digital,39,112.08,1,0,1,316.0,,2023-02,1
CLI00325,60,Centro-Oeste,Digital,18,204.19,4,1,0,861.0,-34.2,2024-06,0
CLI00326,44,Sul,Loja física,40,226.59,3,0,2,946.0,7.4,2023-03,0
CLI00327,24,Sudeste,Digital,1,91.66,4,2,2,929.0,10.2,2023-03,0
CLI00328,69,Sudeste,Loja física,11,91.8,3,2,0,677.0,-6.2,2024-06,1
CLI00329,20,Sul,Telemarketing,28,59.07,5,0,0,359.0,-17.3,2023-06,0
CLI00330,42,Centro-Oeste,Indicação,57,234.0,5,1,0,936.0,4.6,2023-01,0
CLI00331,50,Sudeste,Digital,25,215.85,3,3,0,766.0,,2024-03,0
CLI00332,57,Sudeste,Loja física,50,168.56,5,2,0,927.0,4.8,2023-11,0
CLI00333,34,Centro-Oeste,Digital,23,260.94,5,0,0,690.0,-17.0,2023-10,0
CLI00334,62,Sudeste,Digital,31,251.32,3,0,1,984.0,4.9,2023-04,0
CLI00335,31,Nordeste,Digital,30,196.24,1,2,0,486.0,12.3,2024-02,1
CLI00336,54,Sudeste,Digital,42,266.97,3,1,2,797.0,-22.6,2023-02,0
CLI00337,40,Nordeste,Loja física,35,101.36,1,1,2,899.0,21.9,2024-01,0
CLI00338,41,Norte,,7,77.88,5,3,1,660.0,3.8,2024-04,0
CLI00339,46,Sudeste,Telemarketing,60,117.34,1,1,1,748.0,12.8,2023-12,0
CLI00340,55,Nordeste,Digital,16,64.17,5,1,1,993.0,-19.2,2023-05,0
CLI00341,44,Norte,Loja física,26,182.69,1,0,1,979.0,10.2,2023-03,0
CLI00342,55,Norte,Digital,48,284.05,1,1,2,480.0,-24.7,2023-02,1
CLI00343,57,Sul,Loja física,57,59.74,3,1,1,429.0,-14.2,2024-05,0
CLI00344,62,Sul,Digital,52,80.43,1,2,1,448.0,4.0,2023-11,0
CLI00345,67,Sudeste,Telemarketing,60,162.95,5,1,2,771.0,-4.1,2023-01,0
CLI00346,40,Sudeste,Indicação,49,283.37,3,1,0,922.0,0.4,2023-08,0
CLI00347,48,Sul,Digital,2,128.94,1,0,0,799.0,,2023-11,0
CLI00348,53,Sudeste,Indicação,1,176.71,3,3,1,948.0,0.2,2023-08,0
CLI00349,34,Nordeste,Loja física,48,60.29,4,1,1,654.0,10.6,2024-05,0
CLI00350,54,Sul,Loja física,12,86.99,3,0,0,510.0,-1.0,2023-06,0
CLI00351,20,Centro-Oeste,Loja física,5,296.56,4,3,1,957.0,-1.4,2023-07,1
CLI00352,53,Nordeste,Loja física,37,291.18,4,0,0,895.0,-14.7,2024-01,0
CLI00353,22,Sudeste,Indicação,32,51.13,3,1,1,329.0,5.5,2023-07,0
CLI00354,63,Sul,Indicação,59,287.85,5,3,0,876.0,38.0,2023-11,0
CLI00355,32,Nordeste,Loja física,55,209.68,5,1,1,323.0,1.3,2023-10,0
CLI00356,69,Sudeste,Indicação,9,266.88,5,2,2,521.0,,2023-08,1
CLI00357,66,Sudeste,Telemarketing,41,163.58,2,1,0,901.0,17.1,2023-10,0
CLI00358,23,Centro-Oeste,Digital,35,178.8,4,0,1,917.0,15.3,2023-11,0
CLI00359,27,Sudeste,Digital,19,172.11,3,0,0,983.0,6.6,2024-05,0
CLI00360,49,Centro-Oeste,Indicação,48,216.62,5,1,1,888.0,-4.6,2023-11,0
CLI00361,40,Centro-Oeste,Telemarketing,16,84.81,5,2,1,879.0,17.2,2024-04,0
CLI00362,65,Sul,Digital,3,57.39,3,1,0,700.0,1.8,2023-05,0
CLI00363,34,Nordeste,Digital,20,126.88,4,0,0,903.0,13.7,2023-10,0
CLI00364,63,Sudeste,Digital,24,226.07,3,1,3,811.0,-12.3,2023-05,0
CLI00365,37,Centro-Oeste,Indicação,54,100.36,2,1,0,387.0,-8.8,2023-09,0
CLI00366,61,Nordeste,Telemarketing,56,218.26,2,2,0,764.0,1.5,2023-03,0
CLI00367,58,Sudeste,Loja física,33,292.38,3,3,1,349.0,-18.5,2023-03,1
CLI00368,32,Sul,Digital,24,73.38,4,5,1,402.0,-5.5,2023-10,0
CLI00369,61,Sul,Telemarketing,52,218.05,5,2,1,667.0,-19.2,2023-07,0
CLI00370,63,Sudeste,Digital,11,160.84,2,2,1,791.0,-23.2,2023-02,1
CLI00371,39,Norte,Indicação,49,266.94,2,0,1,857.0,36.5,2023-08,1
CLI00372,67,Sudeste,Digital,8,94.19,4,3,0,990.0,,2023-12,0
CLI00373,69,Sul,Loja física,36,223.06,2,2,1,567.0,,2023-09,1
CLI00374,23,Sudeste,,38,259.43,2,2,0,696.0,1.2,2023-11,0
CLI00375,21,Sul,Loja física,40,286.05,4,1,2,619.0,-15.9,2024-05,0
CLI00376,40,Nordeste,Telemarketing,20,220.71,3,1,0,819.0,-7.5,2024-01,0
CLI00377,61,Sul,Telemarketing,35,174.19,5,0,1,748.0,27.5,2023-01,0
CLI00378,62,Nordeste,Indicação,48,204.36,5,0,0,775.0,5.4,2023-01,0
CLI00379,36,Nordeste,Digital,25,267.13,2,3,1,889.0,14.8,2023-08,0
CLI00380,62,Sudeste,Digital,35,192.55,5,1,0,539.0,23.6,2024-01,0
CLI00381,48,Sul,Loja física,25,57.5,3,3,0,557.0,3.2,2023-06,0
CLI00382,61,Sudeste,Telemarketing,29,282.64,2,0,0,942.0,-3.3,2023-03,0
CLI00383,69,Sudeste,Loja física,18,222.28,5,1,2,689.0,-21.5,2024-04,0
CLI00384,20,Sudeste,Telemarketing,46,219.03,1,2,1,642.0,-5.7,2023-10,0
CLI00385,45,Centro-Oeste,Telemarketing,18,103.82,1,0,2,686.0,-2.4,2023-07,1
CLI00386,20,Norte,Loja física,2,214.62,1,1,2,693.0,-12.1,2023-03,1
CLI00387,31,Sudeste,Indicação,54,148.37,1,1,1,982.0,23.2,2024-02,0
CLI00388,35,Sudeste,Telemarketing,35,212.71,1,1,0,958.0,16.5,2024-04,0
CLI00389,44,Sudeste,Indicação,16,76.55,2,1,0,569.0,14.8,2023-04,0
CLI00390,68,Nordeste,Loja física,41,214.36,4,0,3,448.0,-1.7,2024-01,1
CLI00391,27,Sul,Indicação,36,299.75,4,2,0,679.0,-15.5,2023-01,0
CLI00392,66,Sul,Digital,33,61.95,2,0,2,327.0,19.9,2023-05,0
CLI00393,32,Sul,Loja física,4,294.19,2,1,1,448.0,5.0,2024-06,0
CLI00394,36,Nordeste,Digital,33,151.63,3,0,1,719.0,11.6,2023-12,0
CLI00395,26,Sudeste,Digital,14,267.59,4,2,0,579.0,9.3,2023-11,0
CLI00396,21,Sudeste,Indicação,21,245.5,1,0,2,481.0,4.7,2023-09,1
CLI00397,32,Sudeste,Loja física,48,191.65,2,0,0,465.0,30.0,2023-07,0
CLI00398,68,Sul,Digital,20,234.51,1,2,1,316.0,-9.9,2024-02,1
CLI00399,65,Centro-Oeste,Digital,56,269.53,4,0,0,449.0,-4.6,2023-03,0
CLI00400,25,Sudeste,Telemarketing,8,150.94,5,3,1,638.0,24.6,2024-04,1
CLI00401,66,Sudeste,Indicação,7,131.66,5,0,1,344.0,1.2,2023-07,0
CLI00402,18,Centro-Oeste,Digital,3,216.8,2,1,1,801.0,-1.9,2023-01,1
CLI00403,24,Sudeste,Telemarketing,17,251.86,3,0,0,488.0,-3.8,2023-06,0
CLI00404,48,Sudeste,Digital,33,240.47,1,1,0,950.0,10.2,2023-06,1
CLI00405,35,Centro-Oeste,Loja física,48,249.35,2,1,2,360.0,-3.4,2023-10,1
CLI00406,29,Nordeste,Indicação,12,158.8,3,0,3,593.0,-5.1,2023-12,1
CLI00407,65,Sul,Telemarketing,59,254.36,1,1,1,332.0,9.9,2023-06,0
CLI00408,47,Nordeste,Indicação,51,79.95,4,2,0,598.0,,2024-02,0
CLI00409,50,Nordeste,Digital,22,186.02,5,1,2,714.0,-15.1,2023-03,1
CLI00410,64,Sudeste,,55,51.34,3,2,0,923.0,0.5,2023-10,0
CLI00411,24,Nordeste,Digital,22,131.05,1,0,2,848.0,20.9,2023-09,0
CLI00412,45,Sul,Loja física,46,141.52,2,2,1,730.0,11.5,2024-03,0
CLI00413,66,Norte,Loja física,30,148.94,1,0,0,794.0,22.8,2023-09,0
CLI00414,20,Norte,Digital,38,223.77,2,0,1,399.0,-11.0,2023-08,0
CLI00415,60,Sudeste,Loja física,38,147.04,5,2,0,322.0,16.1,2023-04,0
CLI00416,23,Sul,Digital,45,162.07,5,1,1,719.0,-9.7,2023-05,0
CLI00417,48,Sudeste,Loja física,51,109.29,1,1,0,723.0,-18.5,2024-02,0
CLI00418,55,Sudeste,Indicação,54,143.21,1,0,2,786.0,-12.0,2024-06,0
CLI00419,32,Sul,Digital,8,106.72,2,1,1,388.0,2.0,2023-06,1
CLI00420,24,Nordeste,Telemarketing,27,68.2,2,1,0,508.0,15.4,2023-05,0
CLI00421,60,Sul,Digital,27,200.76,3,1,2,570.0,4.7,2023-11,0
CLI00422,47,Sul,Loja física,34,216.95,3,1,0,705.0,-2.3,2023-05,0
CLI00423,44,Nordeste,Loja física,21,204.77,3,3,1,577.0,-15.5,2023-08,1
CLI00424,34,Nordeste,Digital,30,165.77,1,0,0,505.0,,2023-05,0
CLI00425,35,Nordeste,Digital,33,144.85,3,0,0,889.0,14.5,2023-11,0
CLI00426,39,Sudeste,Telemarketing,28,265.73,1,1,1,627.0,4.5,2024-01,0
CLI00427,43,Nordeste,Loja física,47,179.67,5,1,0,909.0,-15.8,2023-06,0
CLI00428,68,Centro-Oeste,Digital,33,169.7,4,0,2,635.0,12.1,2023-05,0
CLI00429,44,Sudeste,Digital,5,56.31,5,1,0,905.0,18.4,2024-06,0
CLI00430,57,Sudeste,Indicação,60,135.21,1,0,1,891.0,23.0,2023-10,0
CLI00431,41,Norte,Digital,48,144.95,1,1,0,337.0,-6.6,2024-04,0
CLI00432,69,Sul,Indicação,19,149.61,4,2,1,527.0,6.5,2024-02,0
CLI00433,25,Sul,Digital,4,194.94,2,0,0,782.0,-8.0,2024-03,0
CLI00434,38,Sudeste,Loja física,35,183.3,2,1,0,433.0,-13.8,2023-03,0
CLI00435,46,Sul,Digital,49,201.88,2,4,0,689.0,23.7,2023-03,1
CLI00436,60,Sul,Indicação,17,241.12,3,0,0,912.0,8.5,2023-12,0
CLI00437,38,Sudeste,Indicação,44,253.15,2,1,1,724.0,19.4,2024-03,0
CLI00438,20,Sul,Loja física,28,229.43,3,1,0,886.0,-18.4,2023-11,0
CLI00439,48,Sudeste,Digital,30,288.78,3,0,0,809.0,4.3,2023-10,0
CLI00440,44,Nordeste,Loja física,29,54.46,2,1,2,894.0,7.6,2024-03,0
CLI00441,63,Norte,Digital,46,98.84,2,4,1,726.0,-12.5,2024-06,0
CLI00442,44,Sul,Digital,53,51.79,4,1,0,,22.3,2024-02,0
CLI00443,26,Sul,Indicação,6,211.77,4,1,0,773.0,-3.7,2023-06,0
CLI00444,50,Sul,Indicação,35,274.41,3,1,0,867.0,6.8,2024-02,0
CLI00445,50,Sudeste,Digital,60,110.77,4,1,0,660.0,-8.3,2024-04,0
CLI00446,43,Norte,Telemarketing,41,281.66,3,1,1,510.0,-17.9,2023-02,0
CLI00447,45,Sudeste,Telemarketing,37,64.97,1,3,1,478.0,13.7,2023-05,0
CLI00448,61,Sudeste,Loja física,24,283.51,3,1,0,357.0,5.7,2023-11,0
CLI00449,60,Sul,Loja física,29,137.81,3,1,0,372.0,3.6,2023-11,1
CLI00450,48,Nordeste,Telemarketing,49,75.26,4,2,1,514.0,-4.2,2024-06,0
CLI00451,18,Sudeste,Loja física,46,171.37,1,0,1,372.0,5.3,2023-08,0
CLI00452,37,Sudeste,Loja física,53,114.09,5,1,0,766.0,19.0,2023-12,0
CLI00453,29,Nordeste,Indicação,31,121.12,5,1,0,570.0,-10.3,2023-09,0
CLI00454,34,Sudeste,Digital,35,126.72,5,0,0,798.0,8.4,2023-03,0
CLI00455,32,Sudeste,Indicação,60,250.66,1,3,0,653.0,3.0,2023-06,0
CLI00456,51,Sudeste,,33,184.69,2,2,0,533.0,-2.8,2023-01,0
CLI00457,67,Sudeste,Loja física,52,127.73,1,2,1,618.0,-24.7,2024-05,0
CLI00458,33,Sul,Digital,21,202.48,4,0,1,318.0,-0.2,2023-03,0
CLI00459,21,Nordeste,Digital,32,228.94,3,1,1,924.0,10.1,2024-06,0
CLI00460,25,Nordeste,Digital,23,118.06,3,1,0,874.0,4.9,2024-06,0
CLI00461,51,Sudeste,Digital,33,153.29,4,2,0,671.0,-21.6,2023-02,0
CLI00462,63,Sudeste,Indicação,3,80.37,4,0,2,483.0,18.7,2023-04,0
CLI00463,42,Sudeste,,18,95.19,3,0,0,576.0,24.7,2023-01,0
CLI00464,32,Sudeste,Digital,25,220.18,2,2,1,973.0,-1.6,2023-10,1
CLI00465,45,Sudeste,,42,95.26,2,1,1,444.0,34.7,2023-05,1
CLI00466,26,Sudeste,Loja física,31,181.19,2,2,0,957.0,-12.4,2023-05,0
CLI00467,19,Sudeste,Digital,54,227.16,4,1,1,380.0,-19.1,2023-09,0
CLI00468,34,Sul,Digital,58,76.62,3,0,0,621.0,-15.2,2024-02,0
CLI00469,27,Sudeste,Telemarketing,3,191.73,3,0,1,734.0,3.7,2024-01,0
CLI00470,26,Sudeste,Digital,40,114.04,3,0,1,342.0,-26.7,2024-01,0
CLI00471,48,Sudeste,Indicação,46,290.63,1,1,1,612.0,-4.7,2023-01,0
CLI00472,19,Sudeste,Digital,24,170.79,1,1,2,592.0,,2024-05,0
CLI00473,41,Nordeste,Loja física,50,251.4,5,0,2,987.0,-22.6,2023-08,1
CLI00474,36,Sudeste,Digital,32,187.46,1,2,0,368.0,-8.2,2023-03,0
CLI00475,34,Sudeste,Indicação,47,60.75,2,2,0,355.0,-15.5,2024-05,0
CLI00476,60,Sudeste,Digital,22,208.19,2,1,1,930.0,-4.3,2023-12,0
CLI00477,66,Sudeste,Digital,23,287.75,2,0,2,503.0,-5.2,2024-06,0
CLI00478,27,Nordeste,Digital,2,200.3,2,1,2,,-10.0,2024-02,0
CLI00479,67,Norte,,27,254.7,5,2,1,866.0,-2.3,2023-11,1
CLI00480,45,Sudeste,Indicação,42,270.95,2,1,1,849.0,9.5,2024-04,0
CLI00481,55,Nordeste,Digital,2,106.92,4,3,3,,20.8,2023-04,1
CLI00482,65,Sudeste,Digital,26,102.91,4,3,0,500.0,-4.3,2024-06,1
CLI00483,45,Sudeste,Indicação,17,202.65,4,0,1,773.0,0.1,2023-07,0
CLI00484,67,Sudeste,,40,152.66,1,0,1,826.0,6.9,2023-11,0
CLI00485,69,Centro-Oeste,Loja física,33,259.87,3,0,1,955.0,-18.5,2024-04,0
CLI00486,67,Sudeste,Telemarketing,9,274.91,5,2,1,376.0,-2.3,2024-04,1
CLI00487,18,Norte,Digital,43,138.26,4,0,0,777.0,-7.6,2023-03,0
CLI00488,20,Sul,Digital,54,109.12,4,1,0,739.0,14.3,2023-09,0
CLI00489,32,Sudeste,Digital,48,245.03,2,2,0,562.0,26.3,2023-08,0
CLI00490,69,Nordeste,Loja física,39,118.6,4,0,1,,-11.7,2023-07,0
CLI00491,27,Centro-Oeste,Digital,29,255.55,2,0,1,354.0,19.2,2024-05,1
CLI00492,38,Nordeste,Digital,42,155.83,2,3,0,607.0,-21.9,2023-11,0
CLI00493,54,Nordeste,Digital,55,216.79,3,1,0,815.0,3.0,2023-04,0
CLI00494,32,Sudeste,Loja física,26,73.78,1,1,0,598.0,3.9,2023-04,0
CLI00495,40,Sudeste,Digital,35,205.86,2,0,0,851.0,-22.3,2023-05,0
CLI00496,31,Sudeste,Digital,50,162.84,2,1,2,529.0,-12.4,2023-08,0
CLI00497,32,Sul,,25,196.55,3,0,2,676.0,-13.9,2023-10,0
CLI00498,27,Norte,,24,91.9,2,0,0,585.0,-19.7,2024-05,0
CLI00499,26,Nordeste,Digital,13,234.12,5,3,0,437.0,-40.0,2023-06,1
CLI00500,61,Nordeste,Loja física,60,265.6,1,1,2,777.0,-3.1,2023-09,0
CLI00501,56,Sudeste,Indicação,58,104.08,5,1,0,914.0,-1.3,2023-10,0
CLI00502,22,Nordeste,Loja física,7,73.83,4,1,0,306.0,-1.4,2023-08,1
CLI00503,42,Centro-Oeste,,57,55.81,1,0,2,975.0,11.5,2024-03,0
CLI00504,59,Sul,Indicação,36,210.39,4,0,1,718.0,-29.1,2024-06,1
CLI00505,43,Sul,Loja física,45,201.67,2,1,2,771.0,-5.7,2023-05,0
CLI00506,25,Nordeste,Digital,20,186.57,3,0,1,719.0,38.4,2024-06,0
CLI00507,39,Sul,Loja física,1,107.89,5,2,0,575.0,13.3,2023-01,0
CLI00508,69,Norte,Indicação,8,147.63,4,4,0,860.0,13.4,2023-02,0
CLI00509,42,Sul,Loja física,46,198.52,2,1,0,907.0,-15.2,2023-10,0
CLI00510,65,Sudeste,,16,174.09,5,2,0,870.0,-2.9,2023-06,0
CLI00511,29,Sul,Loja física,14,296.85,5,0,0,988.0,-34.5,2023-11,0
CLI00512,26,Sudeste,Indicação,12,84.01,4,1,1,389.0,8.8,2024-06,0
CLI00513,27,Sul,Loja física,51,223.69,2,2,0,581.0,21.0,2024-04,0
CLI00514,65,Sudeste,Digital,23,150.98,3,3,0,847.0,-21.7,2023-08,0
CLI00515,27,Centro-Oeste,Loja física,15,156.95,4,1,1,470.0,-17.4,2023-04,0
CLI00516,26,Centro-Oeste,Digital,28,229.3,5,0,0,937.0,-0.5,2023-11,0
CLI00517,43,Sudeste,Digital,34,223.01,5,0,3,654.0,2.3,2023-10,0
CLI00518,52,Sudeste,Indicação,2,297.71,1,1,0,503.0,-8.1,2024-04,0
CLI00519,44,Sul,Loja física,32,82.0,2,1,1,588.0,-12.2,2023-12,0
CLI00520,48,Nordeste,Digital,23,75.93,1,0,0,761.0,-12.1,2023-03,0
CLI00521,36,Sudeste,Digital,22,230.98,3,1,0,908.0,-0.7,2023-11,0
CLI00522,60,Sudeste,Digital,51,194.5,4,1,1,472.0,8.8,2024-04,0
CLI00523,55,Sul,Indicação,25,118.44,5,1,2,600.0,-0.7,2023-03,0
CLI00524,23,Nordeste,Digital,58,69.75,2,0,2,899.0,-2.2,2023-10,0
CLI00525,32,Sudeste,Loja física,22,71.31,5,0,0,828.0,-26.4,2024-04,0
CLI00526,46,Nordeste,Loja física,58,273.45,1,2,1,439.0,13.0,2023-07,0
CLI00527,64,Norte,Loja física,58,97.87,1,2,2,577.0,-0.8,2024-03,0
CLI00528,62,Sudeste,Digital,22,130.74,4,2,2,962.0,-6.5,2024-03,0
CLI00529,22,Sul,Digital,49,106.56,2,1,0,810.0,3.8,2023-10,0
CLI00530,31,Sudeste,Indicação,52,138.65,2,4,2,645.0,-12.7,2023-03,1
CLI00531,19,Sudeste,Indicação,42,67.26,4,1,1,439.0,,2023-06,0
CLI00532,40,Sudeste,Indicação,6,179.66,1,0,1,413.0,1.6,2024-06,0
CLI00533,61,Sudeste,Indicação,15,66.8,1,2,1,879.0,-10.2,2023-05,0
CLI00534,69,Nordeste,Digital,54,249.99,1,1,2,806.0,-24.7,2024-04,0
CLI00535,63,Sul,Digital,43,108.33,5,1,0,665.0,-27.1,2024-01,0
CLI00536,36,Sudeste,Indicação,60,184.9,3,2,0,990.0,6.7,2023-03,0
CLI00537,41,Sudeste,Indicação,37,269.92,1,1,1,936.0,-0.5,2024-03,0
CLI00538,37,Sul,Loja física,33,212.62,3,2,0,696.0,-1.0,2023-06,1
CLI00539,64,Sudeste,Loja física,8,183.14,3,1,1,958.0,-17.4,2023-04,0
CLI00540,44,Sudeste,,53,130.98,2,0,0,410.0,-0.3,2024-03,0
CLI00541,69,Sul,Digital,60,133.15,4,2,1,657.0,-6.0,2024-06,0
CLI00542,41,Centro-Oeste,Loja física,44,217.27,5,0,1,537.0,-9.0,2023-09,0
CLI00543,34,Sudeste,Telemarketing,44,298.43,3,1,2,302.0,-1.1,2023-04,1
CLI00544,42,Nordeste,Digital,5,215.36,5,0,0,703.0,4.4,2024-04,0
CLI00545,63,Sudeste,Digital,39,189.35,2,2,0,324.0,26.2,2024-06,0
CLI00546,48,Sul,Digital,4,232.56,1,1,0,808.0,8.5,2023-05,1
CLI00547,45,Sul,Digital,6,166.2,3,0,1,995.0,12.9,2024-01,0
CLI00548,67,Nordeste,Loja física,45,64.94,4,2,0,764.0,16.6,2023-06,0
CLI00549,45,Sul,Telemarketing,32,190.47,2,1,0,360.0,-11.5,2023-12,0
CLI00550,39,Sudeste,Indicação,52,289.31,5,1,0,807.0,-4.8,2024-03,0
CLI00551,22,Sudeste,Indicação,30,93.73,1,4,1,422.0,-13.6,2023-09,1
CLI00552,61,Sudeste,,47,222.4,5,1,1,796.0,-10.2,2023-07,0
CLI00553,59,Sul,Loja física,35,100.13,4,1,2,354.0,-6.4,2024-02,1
CLI00554,25,Centro-Oeste,Telemarketing,55,183.86,3,1,2,462.0,-10.6,2024-04,0
CLI00555,55,Sul,Digital,40,74.07,4,1,1,998.0,3.4,2023-04,0
CLI00556,45,Nordeste,Telemarketing,52,162.49,5,1,1,338.0,6.5,2023-12,0
CLI00557,64,Sudeste,Indicação,16,238.94,5,0,3,996.0,-19.6,2024-06,0
CLI00558,29,Sul,Digital,13,136.79,4,2,1,382.0,-4.7,2023-08,0
CLI00559,42,Sudeste,,50,216.13,4,1,2,845.0,-4.5,2024-05,0
CLI00560,55,Sudeste,Digital,60,248.76,4,2,2,412.0,-22.1,2023-03,0
CLI00561,61,Sudeste,,42,281.69,1,2,1,724.0,-11.5,2023-04,0
CLI00562,32,Nordeste,Digital,30,108.56,5,0,0,529.0,13.1,2023-10,1
CLI00563,61,Sudeste,Indicação,19,149.73,2,0,0,582.0,,2024-04,0
CLI00564,58,Nordeste,Indicação,17,88.0,1,0,1,586.0,-24.4,2023-02,0
CLI00565,68,Nordeste,,56,298.02,1,1,0,454.0,7.1,2023-12,0
CLI00566,51,Sudeste,Digital,19,281.65,1,0,1,464.0,-22.1,2024-04,1
CLI00567,62,Nordeste,Loja física,28,184.89,2,4,1,481.0,-6.0,2023-10,1
CLI00568,30,Sudeste,Digital,58,260.41,4,1,0,538.0,-1.5,2023-05,0
CLI00569,25,Sudeste,Loja física,55,180.14,5,2,1,948.0,11.3,2023-12,0
CLI00570,30,Sudeste,Loja física,26,205.8,3,1,1,638.0,-2.6,2023-03,0
CLI00571,53,Sudeste,Loja física,37,72.18,3,2,1,811.0,-15.2,2023-12,0
CLI00572,23,Nordeste,Digital,26,238.72,5,1,0,565.0,-17.8,2023-01,0
CLI00573,55,Centro-Oeste,Loja física,53,81.83,2,1,0,486.0,,2023-02,0
CLI00574,49,Sudeste,Digital,23,256.42,3,3,0,339.0,-9.5,2023-11,1
CLI00575,38,Sudeste,Digital,9,245.41,1,2,0,792.0,-6.1,2023-12,0
CLI00576,61,Sudeste,Digital,12,227.09,3,1,0,978.0,14.6,2023-07,0
CLI00577,61,Nordeste,Digital,53,58.94,5,1,1,,6.5,2023-01,1
CLI00578,66,Sudeste,Indicação,1,125.68,1,0,0,559.0,23.8,2024-01,0
CLI00579,24,Sul,Indicação,58,115.68,3,1,0,954.0,-15.3,2024-01,0
CLI00580,43,Nordeste,Loja física,58,139.93,5,1,1,475.0,-10.6,2023-02,0
CLI00581,32,Sudeste,Loja física,1,71.81,2,2,2,628.0,2.8,2023-10,1
CLI00582,66,Norte,Digital,47,284.14,5,0,1,499.0,27.3,2023-01,0
CLI00583,59,Sudeste,Digital,34,188.35,2,1,1,495.0,-11.9,2023-07,0
CLI00584,40,Norte,Indicação,32,126.28,1,3,0,888.0,0.6,2024-01,0
CLI00585,69,Sudeste,Digital,54,149.15,5,3,0,,19.8,2023-02,0
CLI00586,55,Sudeste,Loja física,48,161.7,4,2,1,361.0,0.7,2023-07,1
CLI00587,58,Nordeste,Digital,25,200.05,4,3,0,626.0,15.3,2024-05,0
CLI00588,32,Nordeste,Telemarketing,40,178.82,4,2,1,580.0,29.4,2023-05,0
CLI00589,65,Nordeste,Telemarketing,45,279.75,4,0,1,,4.4,2023-11,0
CLI00590,57,Sudeste,Digital,53,174.14,4,2,2,938.0,6.9,2023-11,0
CLI00591,33,Centro-Oeste,Indicação,1,297.94,2,0,1,357.0,11.1,2023-11,1
CLI00592,49,Sudeste,Digital,16,262.76,5,1,1,776.0,-13.6,2024-05,0
CLI00593,54,Sudeste,,39,102.03,1,1,1,675.0,-22.2,2023-08,1
CLI00594,35,Sudeste,Digital,5,282.55,4,0,1,,2.4,2024-02,0
CLI00595,37,Nordeste,Digital,22,78.99,4,0,2,666.0,-9.4,2023-10,0
CLI00596,63,Nordeste,Digital,29,254.26,1,1,2,799.0,15.8,2023-07,1
CLI00597,19,Sul,Telemarketing,55,145.06,1,1,0,551.0,4.7,2023-02,0
CLI00598,40,Sudeste,Indicação,3,269.39,4,1,1,621.0,15.5,2024-05,0
CLI00599,47,Sudeste,Digital,12,266.91,2,1,0,675.0,-18.0,2023-01,1
CLI00600,20,Sudeste,Loja física,26,251.38,1,1,0,708.0,15.0,2024-01,0
CLI00601,63,Sul,Digital,16,247.41,5,0,0,787.0,,2024-02,0
CLI00602,56,Nordeste,Digital,51,126.07,5,2,0,642.0,-16.8,2024-06,0
CLI00603,64,Sul,Indicação,37,70.13,2,2,0,539.0,9.5,2024-02,1
CLI00604,66,Centro-Oeste,,22,150.65,3,0,2,438.0,-7.5,2024-03,0
CLI00605,18,Sudeste,Loja física,57,93.28,2,0,1,421.0,-6.1,2024-02,0
CLI00606,58,Sudeste,Digital,29,223.64,4,0,1,719.0,1.6,2023-05,0
CLI00607,39,Sul,Digital,14,136.42,3,2,0,860.0,21.3,2024-04,0
